"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.category.label","Approve","Reject"
"386659BNTMHD286AC57YF0P21TR10Z","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3TMSXRD2X708XI5PVE5LAFTUW0W1W4","A1C53HU6TF9VPJ","Submitted","Wed Mar 09 18:27:37 PST 2022","Wed Mar 09 18:30:33 PST 2022","Wed Mar 16 19:30:33 PDT 2022","","","","176","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Robert_De_Niro","Person had an alcohol, drug, or substance abuse issue"
"386659BNTMHD286AC57YF0P21TR10Z","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","326O153BMJY88DZAQ7VAPBN3ETWEDT","A1SV0FJMK5ZJ71","Submitted","Wed Mar 09 18:40:48 PST 2022","Wed Mar 09 18:41:01 PST 2022","Wed Mar 16 19:41:01 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Robert_De_Niro","Person did not"
"386659BNTMHD286AC57YF0P21TR10Z","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3PDJHANYK6GL7EBX6LV248AOPN0H6J","A37STRL9Z7ZDSD","Submitted","Wed Mar 09 18:36:59 PST 2022","Wed Mar 09 18:55:22 PST 2022","Wed Mar 16 19:55:22 PDT 2022","","","","1103","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Robert_De_Niro","Person had an alcohol, drug, or substance abuse issue"
"3XUY87HIVQE71BZ6UWDUXPKI27NMM3","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:40 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:40 PDT 2022","","","3FK0YFF9P0GB45LICIKEV1HWEV7VVJ","A1PQL2IMICH21O","Submitted","Wed Mar 09 19:03:22 PST 2022","Wed Mar 09 19:10:41 PST 2022","Wed Mar 16 20:10:41 PDT 2022","","","","439","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Benicio_Del_Toro","Person had an alcohol, drug, or substance abuse issue"
"3XUY87HIVQE71BZ6UWDUXPKI27NMM3","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:40 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:40 PDT 2022","","","32XVDSJFP0XJHRT7AGZC6018Q43M2M","AANUUKQPVMD9Q","Submitted","Wed Mar 09 19:05:18 PST 2022","Wed Mar 09 19:05:35 PST 2022","Wed Mar 16 20:05:35 PDT 2022","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Benicio_Del_Toro","Person did not"
"3XUY87HIVQE71BZ6UWDUXPKI27NMM3","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:40 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:40 PDT 2022","","","3J4Q2Z4UTZ3WEMP6GTV0BG124CUWQ0","AMD5AS2ZWVTTK","Submitted","Wed Mar 09 19:00:40 PST 2022","Wed Mar 09 19:00:55 PST 2022","Wed Mar 16 20:00:55 PDT 2022","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Benicio_Del_Toro","Person had an alcohol, drug, or substance abuse issue"
"3NBFJK3IOIIV94OWW9UCCOPQ1LPOGB","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3EFVCAY5L4942YPBN0VL0ZMU8AW8J3","A1J1S8Z53VS3GX","Submitted","Wed Mar 09 18:42:53 PST 2022","Wed Mar 09 18:42:57 PST 2022","Wed Mar 16 19:42:57 PDT 2022","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jack_Nicholson","Person had an alcohol, drug, or substance abuse issue"
"3NBFJK3IOIIV94OWW9UCCOPQ1LPOGB","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3ERMJ6L4DZSQ3SQDGSG72RIG1KP7MN","A3MIYCOIXH4CUP","Submitted","Wed Mar 09 19:02:59 PST 2022","Wed Mar 09 19:03:09 PST 2022","Wed Mar 16 20:03:09 PDT 2022","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jack_Nicholson","Person had an alcohol, drug, or substance abuse issue"
"3NBFJK3IOIIV94OWW9UCCOPQ1LPOGB","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3VNXK88KKDID7Y8F9HFI3JSZN3O9VH","AYGHAD8XI63Q2","Submitted","Wed Mar 09 18:59:25 PST 2022","Wed Mar 09 18:59:35 PST 2022","Wed Mar 16 19:59:35 PDT 2022","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jack_Nicholson","Person did not"
"39O0SQZVJO7FDO5BVY7M06H2D5QR7K","3CUQ44BBWRAFNEKPT1IA9IZTGL7Q68","Classify biographies of actors from wikipedia and determine whether the actor has ever suffered from a substance abuse issue","determine whether an actor has ever been an alcholic or addicted to any sort of drug. Generally quickly searching words like ""rehab"", ""alcholism"", ""drug use"" etc will quickly allow you to determine whether or not the actor has had a substance abuse issue","document, classification","$0.01","Wed Mar 09 18:27:13 PST 2022","3","BatchId:4688223;OriginalHitTemplateId:928390860;","1200","604800","Wed Mar 16 19:27:13 PDT 2022","","","3IUZPWIU1P7A3JRB3OB3FUPT56YWK4","A2NC61IAQ2700H","Submitted","Wed Mar 09 18:41:20 PST 2022","Wed Mar 09 18:41:47 PST 2022","Wed Mar 16 19:41:47 PDT 2022","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Oscar_Isaac","Person did not"
